,voc_bin,depth,game_id,move_ply,voc,nodes,time,voc_mid
0,"(-0.005, 0.0051]",1.0,138620966,138620966,138620966,138620966,138620966,5.000000000000013e-05
1,"(-0.005, 0.0051]",2.0,3033039,3033039,3033039,3033039,3033039,5.000000000000013e-05
2,"(-0.005, 0.0051]",3.0,3661379,3661379,3661379,3661379,3661379,5.000000000000013e-05
3,"(-0.005, 0.0051]",4.0,1822518,1822518,1822518,1822518,1822518,5.000000000000013e-05
4,"(-0.005, 0.0051]",5.0,2096824,2096824,2096824,2096824,2096824,5.000000000000013e-05
5,"(-0.005, 0.0051]",6.0,1648202,1648202,1648202,1648202,1648202,5.000000000000013e-05
6,"(-0.005, 0.0051]",7.0,1435930,1435930,1435930,1435930,1435930,5.000000000000013e-05
7,"(-0.005, 0.0051]",8.0,1316342,1316342,1316342,1316342,1316342,5.000000000000013e-05
8,"(-0.005, 0.0051]",9.0,1168000,1168000,1168000,1168000,1168000,5.000000000000013e-05
9,"(-0.005, 0.0051]",10.0,955070,955070,955070,955070,955070,5.000000000000013e-05
10,"(-0.005, 0.0051]",11.0,784119,784119,784119,784119,784119,5.000000000000013e-05
11,"(-0.005, 0.0051]",12.0,691984,691984,691984,691984,691984,5.000000000000013e-05
12,"(-0.005, 0.0051]",13.0,624114,624114,624114,624114,624114,5.000000000000013e-05
13,"(-0.005, 0.0051]",14.0,664840,664840,664840,664840,664840,5.000000000000013e-05
14,"(-0.005, 0.0051]",15.0,494284,494284,494284,494284,494284,5.000000000000013e-05
15,"(-0.005, 0.0051]",16.0,440842,440842,440842,440842,440842,5.000000000000013e-05
16,"(0.0051, 0.0152]",1.0,0,0,0,0,0,0.01015
17,"(0.0051, 0.0152]",2.0,3293929,3293929,3293929,3293929,3293929,0.01015
18,"(0.0051, 0.0152]",3.0,4827007,4827007,4827007,4827007,4827007,0.01015
19,"(0.0051, 0.0152]",4.0,2461460,2461460,2461460,2461460,2461460,0.01015
20,"(0.0051, 0.0152]",5.0,2745203,2745203,2745203,2745203,2745203,0.01015
21,"(0.0051, 0.0152]",6.0,2235236,2235236,2235236,2235236,2235236,0.01015
22,"(0.0051, 0.0152]",7.0,2061133,2061133,2061133,2061133,2061133,0.01015
23,"(0.0051, 0.0152]",8.0,1985950,1985950,1985950,1985950,1985950,0.01015
24,"(0.0051, 0.0152]",9.0,1719599,1719599,1719599,1719599,1719599,0.01015
25,"(0.0051, 0.0152]",10.0,1412262,1412262,1412262,1412262,1412262,0.01015
26,"(0.0051, 0.0152]",11.0,1289908,1289908,1289908,1289908,1289908,0.01015
27,"(0.0051, 0.0152]",12.0,1159911,1159911,1159911,1159911,1159911,0.01015
28,"(0.0051, 0.0152]",13.0,1016854,1016854,1016854,1016854,1016854,0.01015
29,"(0.0051, 0.0152]",14.0,904302,904302,904302,904302,904302,0.01015
30,"(0.0051, 0.0152]",15.0,791019,791019,791019,791019,791019,0.01015
31,"(0.0051, 0.0152]",16.0,694942,694942,694942,694942,694942,0.01015
32,"(0.0152, 0.0253]",1.0,0,0,0,0,0,0.02025
33,"(0.0152, 0.0253]",2.0,2008148,2008148,2008148,2008148,2008148,0.02025
34,"(0.0152, 0.0253]",3.0,2942133,2942133,2942133,2942133,2942133,0.02025
35,"(0.0152, 0.0253]",4.0,1694661,1694661,1694661,1694661,1694661,0.02025
36,"(0.0152, 0.0253]",5.0,2182518,2182518,2182518,2182518,2182518,0.02025
37,"(0.0152, 0.0253]",6.0,1528766,1528766,1528766,1528766,1528766,0.02025
38,"(0.0152, 0.0253]",7.0,1398990,1398990,1398990,1398990,1398990,0.02025
39,"(0.0152, 0.0253]",8.0,1332972,1332972,1332972,1332972,1332972,0.02025
40,"(0.0152, 0.0253]",9.0,1111674,1111674,1111674,1111674,1111674,0.02025
41,"(0.0152, 0.0253]",10.0,992544,992544,992544,992544,992544,0.02025
42,"(0.0152, 0.0253]",11.0,889580,889580,889580,889580,889580,0.02025
43,"(0.0152, 0.0253]",12.0,802467,802467,802467,802467,802467,0.02025
44,"(0.0152, 0.0253]",13.0,713972,713972,713972,713972,713972,0.02025
45,"(0.0152, 0.0253]",14.0,635502,635502,635502,635502,635502,0.02025
46,"(0.0152, 0.0253]",15.0,566137,566137,566137,566137,566137,0.02025
47,"(0.0152, 0.0253]",16.0,479851,479851,479851,479851,479851,0.02025
48,"(0.0253, 0.0354]",1.0,0,0,0,0,0,0.030350000000000002
49,"(0.0253, 0.0354]",2.0,1549737,1549737,1549737,1549737,1549737,0.030350000000000002
50,"(0.0253, 0.0354]",3.0,2120952,2120952,2120952,2120952,2120952,0.030350000000000002
51,"(0.0253, 0.0354]",4.0,1258701,1258701,1258701,1258701,1258701,0.030350000000000002
52,"(0.0253, 0.0354]",5.0,1424562,1424562,1424562,1424562,1424562,0.030350000000000002
53,"(0.0253, 0.0354]",6.0,1136838,1136838,1136838,1136838,1136838,0.030350000000000002
54,"(0.0253, 0.0354]",7.0,1053896,1053896,1053896,1053896,1053896,0.030350000000000002
55,"(0.0253, 0.0354]",8.0,996894,996894,996894,996894,996894,0.030350000000000002
56,"(0.0253, 0.0354]",9.0,827124,827124,827124,827124,827124,0.030350000000000002
57,"(0.0253, 0.0354]",10.0,750839,750839,750839,750839,750839,0.030350000000000002
58,"(0.0253, 0.0354]",11.0,634189,634189,634189,634189,634189,0.030350000000000002
59,"(0.0253, 0.0354]",12.0,574042,574042,574042,574042,574042,0.030350000000000002
60,"(0.0253, 0.0354]",13.0,493501,493501,493501,493501,493501,0.030350000000000002
61,"(0.0253, 0.0354]",14.0,423860,423860,423860,423860,423860,0.030350000000000002
62,"(0.0253, 0.0354]",15.0,371864,371864,371864,371864,371864,0.030350000000000002
63,"(0.0253, 0.0354]",16.0,307430,307430,307430,307430,307430,0.030350000000000002
64,"(0.0354, 0.0455]",1.0,0,0,0,0,0,0.04045
65,"(0.0354, 0.0455]",2.0,1133321,1133321,1133321,1133321,1133321,0.04045
66,"(0.0354, 0.0455]",3.0,1580664,1580664,1580664,1580664,1580664,0.04045
67,"(0.0354, 0.0455]",4.0,933011,933011,933011,933011,933011,0.04045
68,"(0.0354, 0.0455]",5.0,1078614,1078614,1078614,1078614,1078614,0.04045
69,"(0.0354, 0.0455]",6.0,844614,844614,844614,844614,844614,0.04045
70,"(0.0354, 0.0455]",7.0,808572,808572,808572,808572,808572,0.04045
71,"(0.0354, 0.0455]",8.0,724249,724249,724249,724249,724249,0.04045
72,"(0.0354, 0.0455]",9.0,616144,616144,616144,616144,616144,0.04045
73,"(0.0354, 0.0455]",10.0,526419,526419,526419,526419,526419,0.04045
74,"(0.0354, 0.0455]",11.0,462537,462537,462537,462537,462537,0.04045
75,"(0.0354, 0.0455]",12.0,402650,402650,402650,402650,402650,0.04045
76,"(0.0354, 0.0455]",13.0,340045,340045,340045,340045,340045,0.04045
77,"(0.0354, 0.0455]",14.0,293397,293397,293397,293397,293397,0.04045
78,"(0.0354, 0.0455]",15.0,249088,249088,249088,249088,249088,0.04045
79,"(0.0354, 0.0455]",16.0,203873,203873,203873,203873,203873,0.04045
80,"(0.0455, 0.0556]",1.0,0,0,0,0,0,0.05055
81,"(0.0455, 0.0556]",2.0,817358,817358,817358,817358,817358,0.05055
82,"(0.0455, 0.0556]",3.0,1127646,1127646,1127646,1127646,1127646,0.05055
83,"(0.0455, 0.0556]",4.0,687822,687822,687822,687822,687822,0.05055
84,"(0.0455, 0.0556]",5.0,796308,796308,796308,796308,796308,0.05055
85,"(0.0455, 0.0556]",6.0,625613,625613,625613,625613,625613,0.05055
86,"(0.0455, 0.0556]",7.0,559109,559109,559109,559109,559109,0.05055
87,"(0.0455, 0.0556]",8.0,585982,585982,585982,585982,585982,0.05055
88,"(0.0455, 0.0556]",9.0,435674,435674,435674,435674,435674,0.05055
89,"(0.0455, 0.0556]",10.0,376503,376503,376503,376503,376503,0.05055
90,"(0.0455, 0.0556]",11.0,321872,321872,321872,321872,321872,0.05055
91,"(0.0455, 0.0556]",12.0,295893,295893,295893,295893,295893,0.05055
92,"(0.0455, 0.0556]",13.0,233389,233389,233389,233389,233389,0.05055
93,"(0.0455, 0.0556]",14.0,213207,213207,213207,213207,213207,0.05055
94,"(0.0455, 0.0556]",15.0,165255,165255,165255,165255,165255,0.05055
95,"(0.0455, 0.0556]",16.0,138151,138151,138151,138151,138151,0.05055
96,"(0.0556, 0.0657]",1.0,0,0,0,0,0,0.060649999999999996
97,"(0.0556, 0.0657]",2.0,659337,659337,659337,659337,659337,0.060649999999999996
98,"(0.0556, 0.0657]",3.0,880543,880543,880543,880543,880543,0.060649999999999996
99,"(0.0556, 0.0657]",4.0,538022,538022,538022,538022,538022,0.060649999999999996
100,"(0.0556, 0.0657]",5.0,608457,608457,608457,608457,608457,0.060649999999999996
101,"(0.0556, 0.0657]",6.0,474839,474839,474839,474839,474839,0.060649999999999996
102,"(0.0556, 0.0657]",7.0,428444,428444,428444,428444,428444,0.060649999999999996
103,"(0.0556, 0.0657]",8.0,405776,405776,405776,405776,405776,0.060649999999999996
104,"(0.0556, 0.0657]",9.0,328980,328980,328980,328980,328980,0.060649999999999996
105,"(0.0556, 0.0657]",10.0,278084,278084,278084,278084,278084,0.060649999999999996
106,"(0.0556, 0.0657]",11.0,235104,235104,235104,235104,235104,0.060649999999999996
107,"(0.0556, 0.0657]",12.0,197943,197943,197943,197943,197943,0.060649999999999996
108,"(0.0556, 0.0657]",13.0,163679,163679,163679,163679,163679,0.060649999999999996
109,"(0.0556, 0.0657]",14.0,137501,137501,137501,137501,137501,0.060649999999999996
110,"(0.0556, 0.0657]",15.0,114877,114877,114877,114877,114877,0.060649999999999996
111,"(0.0556, 0.0657]",16.0,93874,93874,93874,93874,93874,0.060649999999999996
112,"(0.0657, 0.0758]",1.0,0,0,0,0,0,0.07075000000000001
113,"(0.0657, 0.0758]",2.0,537281,537281,537281,537281,537281,0.07075000000000001
114,"(0.0657, 0.0758]",3.0,688550,688550,688550,688550,688550,0.07075000000000001
115,"(0.0657, 0.0758]",4.0,429827,429827,429827,429827,429827,0.07075000000000001
116,"(0.0657, 0.0758]",5.0,478783,478783,478783,478783,478783,0.07075000000000001
117,"(0.0657, 0.0758]",6.0,370776,370776,370776,370776,370776,0.07075000000000001
118,"(0.0657, 0.0758]",7.0,333620,333620,333620,333620,333620,0.07075000000000001
119,"(0.0657, 0.0758]",8.0,317342,317342,317342,317342,317342,0.07075000000000001
120,"(0.0657, 0.0758]",9.0,253152,253152,253152,253152,253152,0.07075000000000001
121,"(0.0657, 0.0758]",10.0,210517,210517,210517,210517,210517,0.07075000000000001
122,"(0.0657, 0.0758]",11.0,176688,176688,176688,176688,176688,0.07075000000000001
123,"(0.0657, 0.0758]",12.0,148208,148208,148208,148208,148208,0.07075000000000001
124,"(0.0657, 0.0758]",13.0,120339,120339,120339,120339,120339,0.07075000000000001
125,"(0.0657, 0.0758]",14.0,100941,100941,100941,100941,100941,0.07075000000000001
126,"(0.0657, 0.0758]",15.0,83110,83110,83110,83110,83110,0.07075000000000001
127,"(0.0657, 0.0758]",16.0,68453,68453,68453,68453,68453,0.07075000000000001
128,"(0.0758, 0.0859]",1.0,0,0,0,0,0,0.08085
129,"(0.0758, 0.0859]",2.0,453830,453830,453830,453830,453830,0.08085
130,"(0.0758, 0.0859]",3.0,550383,550383,550383,550383,550383,0.08085
131,"(0.0758, 0.0859]",4.0,338830,338830,338830,338830,338830,0.08085
132,"(0.0758, 0.0859]",5.0,385185,385185,385185,385185,385185,0.08085
133,"(0.0758, 0.0859]",6.0,286559,286559,286559,286559,286559,0.08085
134,"(0.0758, 0.0859]",7.0,265337,265337,265337,265337,265337,0.08085
135,"(0.0758, 0.0859]",8.0,240532,240532,240532,240532,240532,0.08085
136,"(0.0758, 0.0859]",9.0,191929,191929,191929,191929,191929,0.08085
137,"(0.0758, 0.0859]",10.0,185256,185256,185256,185256,185256,0.08085
138,"(0.0758, 0.0859]",11.0,132336,132336,132336,132336,132336,0.08085
139,"(0.0758, 0.0859]",12.0,111217,111217,111217,111217,111217,0.08085
140,"(0.0758, 0.0859]",13.0,88519,88519,88519,88519,88519,0.08085
141,"(0.0758, 0.0859]",14.0,73205,73205,73205,73205,73205,0.08085
142,"(0.0758, 0.0859]",15.0,60736,60736,60736,60736,60736,0.08085
143,"(0.0758, 0.0859]",16.0,49453,49453,49453,49453,49453,0.08085
144,"(0.0859, 0.096]",1.0,0,0,0,0,0,0.09095
145,"(0.0859, 0.096]",2.0,371387,371387,371387,371387,371387,0.09095
146,"(0.0859, 0.096]",3.0,440791,440791,440791,440791,440791,0.09095
147,"(0.0859, 0.096]",4.0,275039,275039,275039,275039,275039,0.09095
148,"(0.0859, 0.096]",5.0,317894,317894,317894,317894,317894,0.09095
149,"(0.0859, 0.096]",6.0,233631,233631,233631,233631,233631,0.09095
150,"(0.0859, 0.096]",7.0,211417,211417,211417,211417,211417,0.09095
151,"(0.0859, 0.096]",8.0,194381,194381,194381,194381,194381,0.09095
152,"(0.0859, 0.096]",9.0,151823,151823,151823,151823,151823,0.09095
153,"(0.0859, 0.096]",10.0,124879,124879,124879,124879,124879,0.09095
154,"(0.0859, 0.096]",11.0,102341,102341,102341,102341,102341,0.09095
155,"(0.0859, 0.096]",12.0,85936,85936,85936,85936,85936,0.09095
156,"(0.0859, 0.096]",13.0,68008,68008,68008,68008,68008,0.09095
157,"(0.0859, 0.096]",14.0,55174,55174,55174,55174,55174,0.09095
158,"(0.0859, 0.096]",15.0,45115,45115,45115,45115,45115,0.09095
159,"(0.0859, 0.096]",16.0,37039,37039,37039,37039,37039,0.09095
160,"(0.096, 0.106]",1.0,0,0,0,0,0,0.101
161,"(0.096, 0.106]",2.0,318678,318678,318678,318678,318678,0.101
162,"(0.096, 0.106]",3.0,361874,361874,361874,361874,361874,0.101
163,"(0.096, 0.106]",4.0,229225,229225,229225,229225,229225,0.101
164,"(0.096, 0.106]",5.0,252014,252014,252014,252014,252014,0.101
165,"(0.096, 0.106]",6.0,186573,186573,186573,186573,186573,0.101
166,"(0.096, 0.106]",7.0,183640,183640,183640,183640,183640,0.101
167,"(0.096, 0.106]",8.0,157619,157619,157619,157619,157619,0.101
168,"(0.096, 0.106]",9.0,121580,121580,121580,121580,121580,0.101
169,"(0.096, 0.106]",10.0,102149,102149,102149,102149,102149,0.101
170,"(0.096, 0.106]",11.0,79115,79115,79115,79115,79115,0.101
171,"(0.096, 0.106]",12.0,65461,65461,65461,65461,65461,0.101
172,"(0.096, 0.106]",13.0,53063,53063,53063,53063,53063,0.101
173,"(0.096, 0.106]",14.0,43563,43563,43563,43563,43563,0.101
174,"(0.096, 0.106]",15.0,35663,35663,35663,35663,35663,0.101
175,"(0.096, 0.106]",16.0,28346,28346,28346,28346,28346,0.101
176,"(0.106, 0.116]",1.0,0,0,0,0,0,0.111
177,"(0.106, 0.116]",2.0,270866,270866,270866,270866,270866,0.111
178,"(0.106, 0.116]",3.0,298382,298382,298382,298382,298382,0.111
179,"(0.106, 0.116]",4.0,190999,190999,190999,190999,190999,0.111
180,"(0.106, 0.116]",5.0,212421,212421,212421,212421,212421,0.111
181,"(0.106, 0.116]",6.0,155086,155086,155086,155086,155086,0.111
182,"(0.106, 0.116]",7.0,139677,139677,139677,139677,139677,0.111
183,"(0.106, 0.116]",8.0,127220,127220,127220,127220,127220,0.111
184,"(0.106, 0.116]",9.0,97738,97738,97738,97738,97738,0.111
185,"(0.106, 0.116]",10.0,79905,79905,79905,79905,79905,0.111
186,"(0.106, 0.116]",11.0,64857,64857,64857,64857,64857,0.111
187,"(0.106, 0.116]",12.0,51866,51866,51866,51866,51866,0.111
188,"(0.106, 0.116]",13.0,41615,41615,41615,41615,41615,0.111
189,"(0.106, 0.116]",14.0,34651,34651,34651,34651,34651,0.111
190,"(0.106, 0.116]",15.0,28312,28312,28312,28312,28312,0.111
191,"(0.106, 0.116]",16.0,22869,22869,22869,22869,22869,0.111
192,"(0.116, 0.126]",1.0,0,0,0,0,0,0.121
193,"(0.116, 0.126]",2.0,232880,232880,232880,232880,232880,0.121
194,"(0.116, 0.126]",3.0,253546,253546,253546,253546,253546,0.121
195,"(0.116, 0.126]",4.0,159631,159631,159631,159631,159631,0.121
196,"(0.116, 0.126]",5.0,179183,179183,179183,179183,179183,0.121
197,"(0.116, 0.126]",6.0,130933,130933,130933,130933,130933,0.121
198,"(0.116, 0.126]",7.0,116340,116340,116340,116340,116340,0.121
199,"(0.116, 0.126]",8.0,107880,107880,107880,107880,107880,0.121
200,"(0.116, 0.126]",9.0,83801,83801,83801,83801,83801,0.121
201,"(0.116, 0.126]",10.0,66687,66687,66687,66687,66687,0.121
202,"(0.116, 0.126]",11.0,53809,53809,53809,53809,53809,0.121
203,"(0.116, 0.126]",12.0,43494,43494,43494,43494,43494,0.121
204,"(0.116, 0.126]",13.0,33489,33489,33489,33489,33489,0.121
205,"(0.116, 0.126]",14.0,27423,27423,27423,27423,27423,0.121
206,"(0.116, 0.126]",15.0,22233,22233,22233,22233,22233,0.121
207,"(0.116, 0.126]",16.0,18109,18109,18109,18109,18109,0.121
208,"(0.126, 0.136]",1.0,0,0,0,0,0,0.131
209,"(0.126, 0.136]",2.0,200954,200954,200954,200954,200954,0.131
210,"(0.126, 0.136]",3.0,210881,210881,210881,210881,210881,0.131
211,"(0.126, 0.136]",4.0,135303,135303,135303,135303,135303,0.131
212,"(0.126, 0.136]",5.0,146358,146358,146358,146358,146358,0.131
213,"(0.126, 0.136]",6.0,107703,107703,107703,107703,107703,0.131
214,"(0.126, 0.136]",7.0,101059,101059,101059,101059,101059,0.131
215,"(0.126, 0.136]",8.0,86971,86971,86971,86971,86971,0.131
216,"(0.126, 0.136]",9.0,67282,67282,67282,67282,67282,0.131
217,"(0.126, 0.136]",10.0,54665,54665,54665,54665,54665,0.131
218,"(0.126, 0.136]",11.0,43008,43008,43008,43008,43008,0.131
219,"(0.126, 0.136]",12.0,35539,35539,35539,35539,35539,0.131
220,"(0.126, 0.136]",13.0,27439,27439,27439,27439,27439,0.131
221,"(0.126, 0.136]",14.0,22351,22351,22351,22351,22351,0.131
222,"(0.126, 0.136]",15.0,18180,18180,18180,18180,18180,0.131
223,"(0.126, 0.136]",16.0,14433,14433,14433,14433,14433,0.131
224,"(0.136, 0.146]",1.0,0,0,0,0,0,0.14100000000000001
225,"(0.136, 0.146]",2.0,174493,174493,174493,174493,174493,0.14100000000000001
226,"(0.136, 0.146]",3.0,181725,181725,181725,181725,181725,0.14100000000000001
227,"(0.136, 0.146]",4.0,114700,114700,114700,114700,114700,0.14100000000000001
228,"(0.136, 0.146]",5.0,125961,125961,125961,125961,125961,0.14100000000000001
229,"(0.136, 0.146]",6.0,92539,92539,92539,92539,92539,0.14100000000000001
230,"(0.136, 0.146]",7.0,84649,84649,84649,84649,84649,0.14100000000000001
231,"(0.136, 0.146]",8.0,74338,74338,74338,74338,74338,0.14100000000000001
232,"(0.136, 0.146]",9.0,57291,57291,57291,57291,57291,0.14100000000000001
233,"(0.136, 0.146]",10.0,46221,46221,46221,46221,46221,0.14100000000000001
234,"(0.136, 0.146]",11.0,36489,36489,36489,36489,36489,0.14100000000000001
235,"(0.136, 0.146]",12.0,28961,28961,28961,28961,28961,0.14100000000000001
236,"(0.136, 0.146]",13.0,22758,22758,22758,22758,22758,0.14100000000000001
237,"(0.136, 0.146]",14.0,18195,18195,18195,18195,18195,0.14100000000000001
238,"(0.136, 0.146]",15.0,15233,15233,15233,15233,15233,0.14100000000000001
239,"(0.136, 0.146]",16.0,11930,11930,11930,11930,11930,0.14100000000000001
240,"(0.146, 0.157]",1.0,0,0,0,0,0,0.1515
241,"(0.146, 0.157]",2.0,154132,154132,154132,154132,154132,0.1515
242,"(0.146, 0.157]",3.0,152510,152510,152510,152510,152510,0.1515
243,"(0.146, 0.157]",4.0,97766,97766,97766,97766,97766,0.1515
244,"(0.146, 0.157]",5.0,107883,107883,107883,107883,107883,0.1515
245,"(0.146, 0.157]",6.0,80083,80083,80083,80083,80083,0.1515
246,"(0.146, 0.157]",7.0,72187,72187,72187,72187,72187,0.1515
247,"(0.146, 0.157]",8.0,64949,64949,64949,64949,64949,0.1515
248,"(0.146, 0.157]",9.0,49232,49232,49232,49232,49232,0.1515
249,"(0.146, 0.157]",10.0,39170,39170,39170,39170,39170,0.1515
250,"(0.146, 0.157]",11.0,30986,30986,30986,30986,30986,0.1515
251,"(0.146, 0.157]",12.0,24360,24360,24360,24360,24360,0.1515
252,"(0.146, 0.157]",13.0,18648,18648,18648,18648,18648,0.1515
253,"(0.146, 0.157]",14.0,15279,15279,15279,15279,15279,0.1515
